StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,message1,message2,message3,AttentionCheck1,message4,Message5,Message6,regulations,GlobalWarming,TrumpHigh,AttentionCheck2,TrumpLow,BidenLow,ExxonHigh,ExxonLow,BidenHigh,MSCHigh,MSCLow,SierraHigh,SierraLow,colgateHigh,ColgateLow,patagoniaHigh,PatagoniaLow,powerthefutureHigh,PowerTheFutureLow,TrumpTemp,BidenTemp,comment,political_affiliat,political_affiliat_4_TEXT,polparty,age,gender,gender_3_TEXT,state_1,EndComments,Random ID,Create New Field or Choose From Dropdown...
7/28/2022 7:44,7/28/2022 7:53,IP Address,75.87.214.238,100,576,TRUE,7/28/2022 7:53,R_p4ceKct3nuMdDEt,,,,,44.5458,-88.1019,anonymous,EN,Somewhat political,Extremely political,Extremely political,Slightly Political,Somewhat political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Slightly political,Extremely political,,Extremely political,Slightly political,,Somewhat political,,,,Not at all political,,,,Extremely political,Extremely political,0,4,No,Strong Democrat,,,35 to 44 years old,Female,,Wisconsin,,74560,
7/28/2022 7:51,7/28/2022 7:55,IP Address,12.30.154.35,100,236,TRUE,7/28/2022 7:55,R_6eWKqM4FoGpXV6N,,,,,29.8894,-95.3949,anonymous,EN,Very political,Very political,Very political,Slightly Political,Extremely political,Slightly political,Not at all political,2,Mostly by human activity,,Slightly political,Extremely political,,,Somewhat political,,Slightly political,Not at all political,Extremely political,Very political,,Not at all political,,Not at all political,,,0,6,The majority seemed to present a left/right stance on an environmental issue.,Independent,,,35 to 44 years old,Male,,Texas,,35188,
7/28/2022 7:52,7/28/2022 7:56,IP Address,50.224.158.114,100,276,TRUE,7/28/2022 7:56,R_SZ8t9fkpXS3azDz,,,,,45.0139,-93.1545,anonymous,EN,Very political,Very political,Very political,Slightly Political,Not at all political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Somewhat political,,Slightly political,Somewhat political,,Very political,Slightly political,Not at all political,Somewhat political,,,,Somewhat political,,,,0,9,No. I didn't.,Strong Democrat,,,55 to 64 years old,Male,,Minnesota,,23872,
7/28/2022 7:51,7/28/2022 7:57,IP Address,70.118.246.32,100,343,TRUE,7/28/2022 7:57,R_419lsM472DmY37z,,,,,39.0352,-94.5456,anonymous,EN,Extremely political,Extremely political,Very political,Slightly Political,Very political,Somewhat political,Somewhat political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,,,,Very political,Slightly political,,Extremely political,Not at all political,Extremely political,,,Not at all political,Extremely political,,Extremely political,,0,10,no,Strong Democrat,,,45 to 54 years old,Male,,Missouri,,27612,
7/28/2022 7:54,7/28/2022 7:58,IP Address,69.23.235.1,100,210,TRUE,7/28/2022 7:58,R_1mCArSUym1m96fG,,,,,38.2132,-84.5455,anonymous,EN,Extremely political,Extremely political,Somewhat political,Slightly Political,Very political,Not at all political,Not at all political,2,Mostly by human activity,Extremely political,,Very political,Very political,Not at all political,,Extremely political,Slightly political,,,,,Not at all political,,,Extremely political,Slightly political,0,8,No,Strong Democrat,,,35 to 44 years old,Female,,Kentucky,,28865,
7/28/2022 7:56,7/28/2022 8:03,IP Address,98.216.85.147,100,399,TRUE,7/28/2022 8:03,R_2pMGze1L1NhMFrn,,,,,42.2546,-71.4564,anonymous,EN,Very political,Extremely political,Somewhat political,Slightly Political,Extremely political,Not at all political,Not at all political,5,Mostly by human activity,,,,,Very political,,,,Not at all political,Extremely political,Slightly political,Not at all political,Not at all political,Extremely political,Not at all political,,Very  political,6,1,One ad was just a big red square other than that it was either climate or fossil fuel,Independent,,,45 to 54 years old,Female,,Massachusetts,,48294,
7/28/2022 7:55,7/28/2022 8:03,IP Address,73.31.82.197,100,458,TRUE,7/28/2022 8:03,R_1KqeQbkLaKVCfXu,,,,,37.2697,-81.2212,anonymous,EN,Extremely political,Very political,Slightly political,Slightly Political,Slightly political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,,,Somewhat political,Very political,,,,Very political,Not at all political,,,Not at all political,Not at all political,,Not at all political,Extremely political,Somewhat political,0,2,Some were extremely political while others had nothing to do with politics  ,Weak Democrat,,,45 to 54 years old,Female,,Virginia,Have a nice day,81831,
7/28/2022 8:02,7/28/2022 8:06,IP Address,73.119.248.194,100,253,TRUE,7/28/2022 8:06,R_3sv9gtx8EKq7bgc,,,,,43.011,-71.4571,anonymous,EN,Somewhat political,Extremely political,Not at all political,Slightly Political,Not at all political,Not at all political,Not at all political,2,Mostly by human activity,Extremely political,Slightly political,Slightly political,,,,,,,,Not at all political,Not at all political,,Somewhat political,Not at all political,Extremely political,Slightly political,0,6,No,Strong Democrat,,,35 to 44 years old,Female,,New Hampshire,,33964,
7/28/2022 8:00,7/28/2022 8:09,IP Address,108.30.140.232,100,540,TRUE,7/28/2022 8:09,R_1F9Du3aT0SMX7bq,,,,,40.6001,-73.7497,anonymous,EN,Extremely political,Somewhat political,Somewhat political,Slightly Political,Somewhat political,Slightly political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Slightly political,Extremely political,Extremely political,,Slightly political,Very political,Slightly political,,Extremely political,,,,Somewhat political,,,,0,4,No,Strong Democrat,,,35 to 44 years old,Male,,New York,,61494,
7/28/2022 8:02,7/28/2022 8:12,IP Address,45.46.128.56,100,552,TRUE,7/28/2022 8:12,R_22zgMFBwZCWBEzW,,,,,43.0976,-79.0461,anonymous,EN,Extremely political,Very political,Very political,Slightly Political,Very political,Slightly political,Not at all political,2,Mostly by human activity,Extremely political,,,,,,Very political,Not at all political,Slightly political,Very political,Somewhat political,Not at all political,Slightly political,,Not at all political,,,0,6,"Nothing unusual, except for the red, solid color one. ",Independent,,,45 to 54 years old,Male,,New York,,92418,
7/28/2022 8:08,7/28/2022 8:12,IP Address,172.100.43.107,100,254,TRUE,7/28/2022 8:12,R_29sOE2h8UEFrEkI,,,,,42.9339,-78.8046,anonymous,EN,Slightly political,Somewhat political,Not at all political,Slightly Political,Slightly political,Not at all political,Not at all political,5,Mostly by human activity,,,Very political,Very political,,Somewhat political,Very political,Somewhat political,Not at all political,,Slightly political,,Not at all political,,Not at all political,,,8,1,The tooth whitener was just a red background,Weak Republican,,,35 to 44 years old,Female,,New York,,17172,
7/28/2022 8:11,7/28/2022 8:14,IP Address,24.254.19.175,100,189,TRUE,7/28/2022 8:14,R_OlDLWRONIcSkn5L,,,,,37.3053,-79.9252,anonymous,EN,Extremely political,Extremely political,Very political,Slightly Political,Somewhat political,Somewhat political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,,Extremely political,Extremely political,,Somewhat political,Extremely political,Somewhat political,,,,Not at all political,,,Not at all political,,Very  political,0,1,No,Strong Democrat,,,25 to 34 years old,Male,,Virginia,"No issues, questions, comments, or concerns, thanks!",43138,
7/28/2022 8:10,7/28/2022 8:16,IP Address,108.67.225.52,100,358,TRUE,7/28/2022 8:16,R_1C9OhymyCTdPXhn,,,,,42.0107,-87.6657,anonymous,EN,Extremely political,Extremely political,Not at all political,Slightly Political,Not at all political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Extremely political,Very political,,,,Extremely political,Not at all political,,,Not at all political,Not at all political,Not at all political,,,,Not at all political,0,7,"No, I did notice anything unusual about them. Some were political and some were apolitical.",Strong Democrat,,,45 to 54 years old,Female,,Illinois,Thanks for the survey!,51249,
7/28/2022 8:12,7/28/2022 8:17,IP Address,67.149.145.101,100,333,TRUE,7/28/2022 8:17,R_2CwYlQOoDnyXmIZ,,,,,42.558,-82.998,anonymous,EN,Somewhat political,Very political,Somewhat political,Slightly Political,Slightly political,Not at all political,Not at all political,2,Mostly by human activity,,,,,,Somewhat political,Very political,Very political,,Extremely political,Slightly political,,Not at all political,,Not at all political,Extremely political,Very  political,0,4,"The picture for the ad about teeth whitening never loaded correctly, it was just a red page where the ad was supposed to be.",Weak Democrat,,,35 to 44 years old,Male,,Michigan,,53991,
7/28/2022 8:19,7/28/2022 8:21,IP Address,65.210.204.254,100,126,TRUE,7/28/2022 8:21,R_1ISLzNMTWiFJSpr,,,,,33.1371,-96.7488,anonymous,EN,Somewhat political,Extremely political,Somewhat political,Slightly Political,Slightly political,Not at all political,Slightly political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Slightly political,Extremely political,Extremely political,Slightly political,,Extremely political,,,Extremely political,,Somewhat political,,Very political,,,,0,6,No,Strong Democrat,,,35 to 44 years old,Female,,California,Thank you,59065,
7/28/2022 8:16,7/28/2022 8:24,IP Address,70.171.219.145,100,451,TRUE,7/28/2022 8:24,R_1f1o9qZxpSp0yBB,,,,,33.3124,-111.9195,anonymous,EN,Very political,Very political,Somewhat political,Slightly Political,Extremely political,Somewhat political,Not at all political,7. No regulation because it will not work and will cost jobs,Mostly by natural causes,Extremely political,Slightly political,,,,Somewhat political,,,,,Somewhat political,Somewhat political,Not at all political,Extremely political,,Extremely political,Extremely political,10,0,No.,Strong Republican,,Republican Party,45 to 54 years old,Male,,Arizona,Thank you!,48949,
7/28/2022 8:11,7/28/2022 8:24,IP Address,74.133.135.37,100,783,TRUE,7/28/2022 8:24,R_3jcfNAH641ZNO01,,,,,39.0661,-84.5164,anonymous,EN,Very political,Extremely political,Somewhat political,Slightly Political,Somewhat political,Somewhat political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Slightly political,,,,,,Very political,Not at all political,Extremely political,,Slightly political,Not at all political,Very political,,,Extremely political,0,7,nope,Strong Democrat,,,55 to 64 years old,Male,,Kentucky,progress bar next time pls,34253,
7/28/2022 7:39,7/28/2022 8:25,IP Address,108.216.4.79,100,2745,TRUE,7/28/2022 8:25,R_6Lr5xUSfKWQVsIN,,,,,29.9475,-81.5264,anonymous,EN,Not at all political,Very political,Not at all political,Slightly Political,Not at all political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,,,Extremely political,,,Not at all political,,,,Extremely political,Not at all political,Not at all political,Not at all political,Very political,Not at all political,,Slightly political,0,6,,Strong Democrat,,,35 to 44 years old,Male,,Florida,,97635,
7/28/2022 8:20,7/28/2022 8:26,IP Address,50.24.60.227,100,361,TRUE,7/28/2022 8:26,R_2UYfHvdrk1LeoW8,,,,,30.6623,-96.3349,anonymous,EN,Extremely political,Very political,Very political,Slightly Political,Very political,Very political,Very political,2,Mostly by human activity,,,,,Very political,,Extremely political,Extremely political,Very political,,,Very political,Not at all political,,Very political,Extremely political,Extremely political,0,7,no,Strong Democrat,,,65 to 74 years old,Female,,Texas,,43971,
7/28/2022 8:24,7/28/2022 8:29,IP Address,45.36.240.171,100,267,TRUE,7/28/2022 8:29,R_1Q5T4smxn7qJbUW,,,,,36.0217,-79.7839,anonymous,EN,Very political,Extremely political,Somewhat political,Slightly Political,Slightly political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Extremely political,Somewhat political,,Somewhat political,,Extremely political,Somewhat political,,,,Not at all political,,Very political,Not at all political,,,0,5,No,Strong Democrat,,,35 to 44 years old,Male,,North Carolina,,32643,
7/28/2022 8:24,7/28/2022 8:30,IP Address,66.234.106.200,100,357,TRUE,7/28/2022 8:30,R_3CKtP6Rr6OZddEe,,,,,34.0034,-84.4605,anonymous,EN,Extremely political,Extremely political,Somewhat political,Slightly Political,Extremely political,Somewhat political,Slightly political,6,Mostly by natural causes,,Slightly political,,,Very political,Slightly political,,Very political,Not at all political,Extremely political,Somewhat political,Not at all political,Not at all political,,,,,4,1,One of the ads was just a red square.,Other:,Libertarian,Republican Party,45 to 54 years old,Male,,Georgia,,48959,
7/28/2022 8:19,7/28/2022 8:35,IP Address,73.78.18.149,100,939,TRUE,7/28/2022 8:35,R_2QG3v0yQk1F1tkJ,,,,,40.4236,-105.0935,anonymous,EN,Extremely political,Extremely political,Extremely political,Slightly Political,Extremely political,Somewhat political,Slightly political,2,Mostly by human activity,Extremely political,,Extremely political,,,Extremely political,,Extremely political,Slightly political,,Extremely political,Extremely political,,,Extremely political,,Extremely political,10,4,no,Weak Republican,,,35 to 44 years old,Female,,Colorado,,53235,
7/28/2022 8:26,7/28/2022 8:35,IP Address,67.49.126.95,100,548,TRUE,7/28/2022 8:35,R_1QFRBc5DewmB4WF,,,,,34.1619,-116.4335,anonymous,EN,Somewhat political,Extremely political,Slightly political,Slightly Political,Very political,Somewhat political,Not at all political,3,Mostly by human activity,,Slightly political,Extremely political,Extremely political,Very political,,Somewhat political,,,,,Not at all political,Not at all political,,Not at all political,Extremely political,,0,8,No.,Strong Democrat,,,45 to 54 years old,Male,,California,,62409,
7/28/2022 8:30,7/28/2022 8:36,IP Address,76.120.247.41,100,363,TRUE,7/28/2022 8:36,R_6FibIFYsAwzwGDT,,,,,37.2128,-77.477,anonymous,EN,Somewhat political,Somewhat political,Slightly political,Slightly Political,Not at all political,Slightly political,Not at all political,2,Mostly by human activity,Very political,,Slightly political,Somewhat political,Slightly political,,,Somewhat political,,Somewhat political,,Not at all political,Not at all political,,,Somewhat political,,0,2,no,Weak Democrat,,,45 to 54 years old,Female,,Virginia,,73244,
